run_name,case_label,sha256,true_family,predicted_family,side,rank,feature_name,feature_group,feature_value,contribution
global_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,5,artifact::tmp,art_tfidf,0.0696061282602015,-0.1456317710257629
global_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,6,artifact::dll,art_tfidf,0.1091305437929743,-0.1388772070240751
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,supporting,1,artifact::hlp,art_tfidf,0.0357600765602704,0.1418102111025163
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,supporting,2,artifact::ini,art_tfidf,0.0412633364791759,0.0785885339574042
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,supporting,3,artifact::icsys,art_tfidf,0.0292400258052316,0.0635036739370045
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,supporting,4,artifact::icn,art_tfidf,0.0292400258052316,0.0635036739370045
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,supporting,5,artifact::xa0,art_tfidf,0.0292233884107511,0.0627091190789633
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,supporting,6,artifact::desktop,art_tfidf,0.0330587779536556,0.0560353479681687
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,opposing,1,artifact::file,art_tfidf,0.0382651352787482,-0.0740468779515469
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,opposing,2,artifact::dll,art_tfidf,0.0452397290729385,-0.0670261585471862
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,opposing,3,artifact::txt,art_tfidf,0.066702616365414,-0.0555801161535511
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,opposing,4,artifact::file_ext,art_tfidf,0.0376724678560803,-0.050317267554191
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,opposing,5,artifact::dat,art_tfidf,0.0208948341821757,-0.0288871450310968
global_art_tfidf_sgd,low_confidence_correct,e505ed734d2149c6596f2314840e37825555e99990e42e205607caa73d42e557,swisyn,swisyn,opposing,6,artifact::exe,art_tfidf,0.0302512565701096,-0.0176419054182982
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,supporting,1,artifact::netframework,art_tfidf,0.2546060992793245,1.037756100313132
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,supporting,2,artifact::mscorrc,art_tfidf,0.2758076840702329,0.87702512741074
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,supporting,3,artifact::pi,art_tfidf,0.2050515467447836,0.4521833879260221
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,supporting,4,artifact::config,art_tfidf,0.1665787458248256,0.34547389663327
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,supporting,5,artifact::mscoreei,art_tfidf,0.1141539292784236,0.3041393886074223
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,supporting,6,artifact::__tmp_rar_sfx_access_check_,art_tfidf,0.2547142878639277,0.2931152013359566
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,opposing,1,artifact::file,art_tfidf,0.1007445699315857,-0.2002163650209802
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,opposing,2,artifact::hkey_local_machine,art_tfidf,0.1228653392090731,-0.1680711805968004
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,opposing,3,artifact::software,art_tfidf,0.1270869283143985,-0.1595335540679771
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,opposing,4,artifact::microsoft,art_tfidf,0.1196507997323927,-0.1563664236400969
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,opposing,5,artifact::nt,art_tfidf,0.1137043509809648,-0.1347073443589395
global_art_tfidf_sgd,high_confidence_error,4a4a0b451a08883c491b083d0f6a281f09a4b184aa7b9f24647fb63d0c10f697,trickbot,njrat,opposing,6,artifact::reg,art_tfidf,0.1297034590033043,-0.1340193650070071
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,supporting,1,artifact::bmp,art_tfidf,0.0849235598112937,0.0418644132951001
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,supporting,2,artifact::cat,art_tfidf,0.1053005214265063,0.0351117210961317
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,supporting,3,artifact::file,art_tfidf,0.0407431462794668,0.0331142901763751
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,supporting,4,artifact::tmp,art_tfidf,0.0200491228066352,0.0246283064378293
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,supporting,5,artifact::shdocvw,art_tfidf,0.0522685137881813,0.0236357612179216
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,supporting,6,artifact::sdb,art_tfidf,0.0401982530880829,0.0116609003377258
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,opposing,1,artifact::exe,art_tfidf,0.0312739167245634,-0.0796121114049781
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,opposing,2,artifact::file_ext,art_tfidf,0.0399840169245075,-0.0778713749477642
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,opposing,3,artifact::inf,art_tfidf,0.087039333664327,-0.0675113745268263
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,opposing,4,artifact::hlp,art_tfidf,0.0380203046935614,-0.0568308345885022
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,opposing,5,artifact::sys,art_tfidf,0.0833355390801547,-0.0448185724321728
global_art_tfidf_sgd,borderline_case,270995c92bd208edd784555d54c8d508487a9e7fdd48cd6f053956ce3f74a07e,swisyn,ursnif,opposing,6,artifact::db,art_tfidf,0.0239511660551154,-0.0394832632713864
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,supporting,1,api::propsys,api_tfidf,0.1601026562230715,0.3250516164142984
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,supporting,2,api::propsys dll,api_tfidf,0.1601026562230715,0.3250516164142984
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,supporting,3,api::virtualalloc,api_tfidf,0.0584924065784123,0.0761422386397589
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,supporting,4,api::dll virtualalloc,api_tfidf,0.0584924065784123,0.0761422386397589
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,supporting,5,api::regqueryvalueexa kernel32,api_tfidf,0.1193403214714804,0.0690152448239479
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,supporting,6,api::gettemppatha kernel32,api_tfidf,0.0776303957801873,0.0657599689836279
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,opposing,1,api::advapi32 dll,api_tfidf,0.0907445941699744,-0.0719768202701347
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,opposing,2,api::advapi32,api_tfidf,0.0907445941699744,-0.0719768202701347
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,opposing,3,api::cryptsp dll,api_tfidf,0.0963265593502318,-0.0520985174152183
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,opposing,4,api::cryptsp,api_tfidf,0.0963265593502318,-0.0520985174152183
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,opposing,5,api::sechost dll,api_tfidf,0.0411682963541952,-0.0305966490664439
per_family_api_tfidf_sgd,high_confidence_correct,8ac99b4dff975d9173b50d20d6000661c97bfa14678691fa11d25869f4ab426d,emotet,emotet,opposing,6,api::sechost,api_tfidf,0.0411682963541952,-0.0305966490664439
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,supporting,1,api::corevokeinitializespy comctl32,api_tfidf,0.0620746045507244,0.0385866755859249
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,supporting,2,api::388 oleaut32,api_tfidf,0.061603152981718,0.0381777666684445
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,supporting,3,api::dll nlsgetcacheupdatecount,api_tfidf,0.0604451028104864,0.0332901628628162
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,supporting,4,api::nlsgetcacheupdatecount,api_tfidf,0.0604451028104864,0.0332901628628162
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,supporting,5,api::386 ole32,api_tfidf,0.083164678226228,0.0309196438632586
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,supporting,6,api::500 advapi32,api_tfidf,0.0578644446017614,0.0300293215178952
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,opposing,1,api::dll,api_tfidf,0.1438865069711346,-0.3614760360768935
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,opposing,2,api::kernel32,api_tfidf,0.0694618389823414,-0.1306776409359588
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,opposing,3,api::kernel32 dll,api_tfidf,0.0694618389823414,-0.1306776409359588
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,opposing,4,api::getmonitorinfoa kernel32,api_tfidf,0.1522351756593264,-0.0999854828057442
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,opposing,5,api::shellexecutea setupapi,api_tfidf,0.1620229534283756,-0.060630093034483
per_family_api_tfidf_sgd,high_confidence_error,ed256ea8995a49ef927041a1d976f3a27e28adcce8b809d80e24b5ab0391fefa,njrat,swisyn,opposing,6,api::user32 dll,api_tfidf,0.0848017076976385,-0.0449703568783477
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,supporting,1,api::crypthashdata cryptsp,api_tfidf,0.0414655282676876,0.0607637351911246
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,supporting,2,api::cryptdestroyhash cryptsp,api_tfidf,0.0422289106022706,0.0581470566700048
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,supporting,3,api::imm32,api_tfidf,0.1143300799387301,0.0523486363796053
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,supporting,4,api::imm32 dll,api_tfidf,0.1143300799387301,0.0523486363796053
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,supporting,5,api::dll crypthashdata,api_tfidf,0.0369773055818886,0.0453179241357939
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,supporting,6,api::crypthashdata,api_tfidf,0.0369773055818886,0.0453179241357939
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,opposing,1,api::dll,api_tfidf,0.0626626366632306,-0.1372336270829817
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,opposing,2,api::kernel32 dll,api_tfidf,0.0450940957339251,-0.0859912747649581
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,opposing,3,api::kernel32,api_tfidf,0.0450940957339251,-0.0859912747649581
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,opposing,4,api::rpcrt4 dll,api_tfidf,0.1014142286671078,-0.0209984272432081
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,opposing,5,api::rpcrt4,api_tfidf,0.1014142286671078,-0.0209984272432081
per_family_api_tfidf_sgd,borderline_case,32f75d4a63798dc132ad36560c7cd6447f363f1a4347359dc19f8e71f02aab7f,trickbot,lokibot,opposing,6,api::dll cryptencrypt,api_tfidf,0.0374787245622752,-0.0196039877635466
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,supporting,1,artifact::exefile,art_tfidf,0.2644445406608638,1.202137054497181
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,supporting,2,artifact::systemfileassociations,art_tfidf,0.2504934691007249,1.0044866996685522
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,supporting,3,artifact::identifier,art_tfidf,0.164805629670072,0.5642024868251425
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,supporting,4,artifact::global,art_tfidf,0.1275572880050448,0.4255590467858406
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,supporting,5,artifact::hkey_classes_root,art_tfidf,0.1693212567673139,0.3787090647335664
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,supporting,6,artifact::mutex,art_tfidf,0.1091191959762063,0.3254721031039626
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,1,artifact::hkey_current_user,art_tfidf,0.1758548688449637,-0.3681692735703984
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,2,artifact::microsoft,art_tfidf,0.1742157457546251,-0.3001675494622132
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,3,artifact::software,art_tfidf,0.2063729783826341,-0.220293136445267
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,4,artifact::windows,art_tfidf,0.170725993631605,-0.17507661757103
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,5,artifact::file,art_tfidf,0.1452840784276101,-0.1589373932477009
per_family_art_tfidf_sgd,high_confidence_correct,e1a94beaaf6f39dfabf4ea7eed5c47b59009e0be426156e8d0d986f763c42cb5,emotet,emotet,opposing,6,artifact::tmp,art_tfidf,0.0704079547491613,-0.147631718996047
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,supporting,1,artifact::hlp,art_tfidf,0.0356102168045621,0.1406656807074465
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,supporting,2,artifact::ini,art_tfidf,0.0498052096619192,0.1064779849689455
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,supporting,3,artifact::desktop,art_tfidf,0.0454903647396868,0.0819089553936849
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,supporting,4,artifact::icsys,art_tfidf,0.0302653150144315,0.0675860441804858
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,supporting,5,artifact::icn,art_tfidf,0.0302653150144315,0.0675860441804858
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,supporting,6,artifact::xa0,art_tfidf,0.0302510356440488,0.0667257931944461
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,opposing,1,artifact::mui,art_tfidf,0.0350868084604847,-0.0771219350217978
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,opposing,2,artifact::file,art_tfidf,0.0420676416640936,-0.0770984670193776
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,opposing,3,artifact::dll,art_tfidf,0.0479462385032879,-0.0681143167923418
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,opposing,4,artifact::txt,art_tfidf,0.076397747901727,-0.062708006685446
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,opposing,5,artifact::file_ext,art_tfidf,0.0410581995751381,-0.0497864807977398
per_family_art_tfidf_sgd,low_confidence_correct,82011dae0f88539a743704874e3573d3a18f9b86ba0fde5d03eb55aa8abb8db8,swisyn,swisyn,opposing,6,artifact::propsys,art_tfidf,0.0321316110656678,-0.0435096106424154
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,supporting,1,artifact::sqmclient,art_tfidf,0.5077127877457942,2.5272233987204533
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,supporting,2,artifact::nt,art_tfidf,0.2080341122614053,0.5669674320138719
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,supporting,3,artifact::appid,art_tfidf,0.1264663556107387,0.400061527151242
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,supporting,4,artifact::software,art_tfidf,0.225446706966928,0.2712980832926363
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,supporting,5,artifact::microsoft,art_tfidf,0.2105192631706444,0.2597623082342169
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,supporting,6,artifact::rpc,art_tfidf,0.2166420093614605,0.206844464806477
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,opposing,1,artifact::com3,art_tfidf,0.1840961596239395,-0.2763136805264111
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,opposing,2,artifact::hkey_current_user,art_tfidf,0.1177626623726942,-0.270825234539932
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,opposing,3,artifact::file,art_tfidf,0.0901675082111713,-0.2504512651730329
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,opposing,4,artifact::reg,art_tfidf,0.2301716339259678,-0.1498771050295352
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,opposing,5,artifact::hkey_classes_root,art_tfidf,0.062295909667311,-0.1489117790471947
per_family_art_tfidf_sgd,high_confidence_error,8c4812ecae08c29702d22ca1617b3d2a9198d77fcd6229d5e473ffd61a7d19df,emotet,trickbot,opposing,6,artifact::file_ext,art_tfidf,0.0908554707203675,-0.114221632944344
per_family_art_tfidf_sgd,borderline_case,f97156216ef9051fa4d199bc719434923f1645fa4a5f0738d36711bcdf105103,zeus,zeus,supporting,1,artifact::tmp,art_tfidf,0.0958614941934605,0.2579915004193478
